time,ax,ay,az,wx,wy,wz,accel_mag,gyro_mag,activity,subject_id
0.091299,-0.9999999999999983,-0.9999999999999996,-0.9999999999999994,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.7320508075688759,1.7320508075688767,standing,1
0.111299,-0.9999999999999998,-1.0,-0.9999999999999996,-1.0,-0.9999999999999998,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
0.131299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999993,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
0.151299,-0.9999999999999994,-1.0,-0.9999999999999997,-1.0,-0.9999999999999996,-0.9999999999999999,1.7320508075688767,1.732050807568877,standing,1
0.171299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999991,-0.9999999999999993,-1.0,-0.9999999999999999,1.7320508075688759,1.7320508075688767,standing,1
0.191299,-1.0,-1.0,-0.9999999999999999,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.7320508075688772,1.7320508075688767,standing,1
0.211299,-0.9999999999999983,-0.9999999999999996,-0.999999999999999,-0.9999999999999996,-1.0,-0.9999999999999999,1.7320508075688754,1.732050807568877,standing,1
0.231299,-0.9999999999999998,-1.0,-0.9999999999999999,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.732050807568877,1.7320508075688767,standing,1
0.251299,-0.9999999999999989,-0.9999999999999996,-0.999999999999999,-1.0,-0.9999999999999998,-0.9999999999999999,1.7320508075688759,1.732050807568877,standing,1
0.271299,-0.9999999999999994,-1.0,-1.0,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.732050807568877,1.7320508075688767,standing,1
0.291299,-0.9999999999999987,-0.9999999999999996,-0.999999999999999,-1.0,-0.9999999999999996,-0.9999999999999999,1.7320508075688759,1.732050807568877,standing,1
0.311299,-1.0,-1.0,-0.9999999999999999,-0.9999999999999993,-1.0,-0.9999999999999999,1.7320508075688772,1.7320508075688767,standing,1
0.331299,-0.9999999999999983,-0.9999999999999996,-0.9999999999999991,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.7320508075688754,1.7320508075688767,standing,1
0.351299,-0.9999999999999998,-1.0,-0.9999999999999997,-0.9999999999999996,-1.0,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
0.371299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999994,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
0.391299,-0.9999999999999994,-1.0,-0.9999999999999994,-1.0,-0.9999999999999998,-0.9999999999999999,1.7320508075688767,1.732050807568877,standing,1
0.411299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999996,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
0.431299,-1.0,-1.0,-0.9999999999999993,-1.0,-0.9999999999999996,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
0.451299,-0.9999999999999983,-0.9999999999999996,-0.9999999999999997,-0.9999999999999993,-1.0,-0.9999999999999999,1.7320508075688759,1.7320508075688767,standing,1
0.471299,-0.9999999999999998,-1.0,-0.9999999999999991,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.7320508075688767,1.7320508075688767,standing,1
0.491299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999999,-0.9999999999999996,-1.0,-0.9999999999999999,1.7320508075688763,1.732050807568877,standing,1
0.511299,-0.9999999999999994,-1.0,-0.999999999999999,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.7320508075688763,1.7320508075688767,standing,1
0.531299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999999,-1.0,-0.9999999999999998,-0.9999999999999999,1.7320508075688763,1.732050807568877,standing,1
0.551299,-1.0,-1.0,-0.999999999999999,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.7320508075688767,1.7320508075688767,standing,1
0.571299,-0.9999999999999983,-0.9999999999999996,-1.0,-1.0,-0.9999999999999996,-0.9999999999999999,1.732050807568876,1.732050807568877,standing,1
0.591299,-0.9999999999999998,-1.0,-0.999999999999999,-0.9999999999999993,-1.0,-0.9999999999999999,1.7320508075688765,1.7320508075688767,standing,1
0.611299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999999,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.7320508075688763,1.7320508075688767,standing,1
0.631299,-0.9999999999999994,-1.0,-0.9999999999999991,-0.9999999999999996,-1.0,-0.9999999999999999,1.7320508075688765,1.732050807568877,standing,1
0.651299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999997,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
0.671299,-1.0,-1.0,-0.9999999999999994,-1.0,-0.9999999999999998,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
0.691299,-0.9999999999999983,-0.9999999999999996,-0.9999999999999994,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.7320508075688759,1.7320508075688767,standing,1
0.711299,-0.9999999999999998,-1.0,-0.9999999999999996,-1.0,-0.9999999999999996,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
0.731299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999993,-0.9999999999999993,-1.0,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
0.751299,-0.9999999999999994,-1.0,-0.9999999999999997,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.7320508075688767,1.7320508075688767,standing,1
0.771299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999991,-0.9999999999999996,-1.0,-0.9999999999999999,1.7320508075688759,1.732050807568877,standing,1
0.791299,-1.0,-1.0,-0.9999999999999999,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.7320508075688772,1.7320508075688767,standing,1
0.811299,-0.9999999999999983,-0.9999999999999996,-0.999999999999999,-1.0,-0.9999999999999998,-0.9999999999999999,1.7320508075688754,1.732050807568877,standing,1
0.831299,-0.9999999999999998,-1.0,-0.9999999999999999,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.732050807568877,1.7320508075688767,standing,1
0.851299,-0.9999999999999989,-0.9999999999999996,-0.999999999999999,-1.0,-0.9999999999999996,-0.9999999999999999,1.7320508075688759,1.732050807568877,standing,1
0.871299,-0.9999999999999994,-1.0,-1.0,-0.9999999999999993,-1.0,-0.9999999999999999,1.732050807568877,1.7320508075688767,standing,1
0.891299,-0.9999999999999987,-0.9999999999999996,-0.999999999999999,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.7320508075688759,1.7320508075688767,standing,1
0.911299,-1.0,-1.0,-0.9999999999999999,-0.9999999999999996,-1.0,-0.9999999999999999,1.7320508075688772,1.732050807568877,standing,1
0.931299,-0.9999999999999983,-0.9999999999999996,-0.9999999999999991,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.7320508075688754,1.7320508075688767,standing,1
0.951299,-0.9999999999999998,-1.0,-0.9999999999999997,-1.0,-0.9999999999999998,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
0.971299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999994,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
0.991299,-0.9999999999999994,-1.0,-0.9999999999999994,-1.0,-0.9999999999999996,-0.9999999999999999,1.7320508075688767,1.732050807568877,standing,1
1.011299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999996,-0.9999999999999993,-1.0,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
1.031299,-1.0,-1.0,-0.9999999999999993,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.732050807568877,1.7320508075688767,standing,1
1.051299,-0.9999999999999983,-0.9999999999999996,-0.9999999999999997,-0.9999999999999996,-1.0,-0.9999999999999999,1.7320508075688759,1.732050807568877,standing,1
1.071299,-0.9999999999999998,-1.0,-0.9999999999999991,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.7320508075688767,1.7320508075688767,standing,1
1.091299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999999,-1.0,-0.9999999999999998,-0.9999999999999999,1.7320508075688763,1.732050807568877,standing,1
1.111299,-0.9999999999999994,-1.0,-0.999999999999999,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.7320508075688763,1.7320508075688767,standing,1
1.131299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999999,-1.0,-0.9999999999999996,-0.9999999999999999,1.7320508075688763,1.732050807568877,standing,1
1.151299,-1.0,-1.0,-0.999999999999999,-0.9999999999999993,-1.0,-0.9999999999999999,1.7320508075688767,1.7320508075688767,standing,1
1.171299,-0.9999999999999983,-0.9999999999999996,-1.0,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
1.191299,-0.9999999999999998,-1.0,-0.999999999999999,-0.9999999999999996,-1.0,-0.9999999999999999,1.7320508075688765,1.732050807568877,standing,1
1.211299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999999,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.7320508075688763,1.7320508075688767,standing,1
1.231299,-0.9999999999999994,-1.0,-0.9999999999999991,-1.0,-0.9999999999999998,-0.9999999999999999,1.7320508075688765,1.732050807568877,standing,1
1.251299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999997,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.732050807568876,1.7320508075688767,standing,1
1.271299,-1.0,-1.0,-0.9999999999999994,-1.0,-0.9999999999999996,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
1.291299,-0.9999999999999983,-0.9999999999999996,-0.9999999999999994,-0.9999999999999993,-1.0,-0.9999999999999999,1.7320508075688759,1.7320508075688767,standing,1
1.311299,-0.9999999999999998,-1.0,-0.9999999999999996,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.732050807568877,1.7320508075688767,standing,1
1.331299,-0.9999999999999989,-0.9999999999999996,-0.9999999999999993,-0.9999999999999996,-1.0,-0.9999999999999999,1.732050807568876,1.732050807568877,standing,1
1.351299,-0.9999999999999994,-1.0,-0.9999999999999997,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.7320508075688767,1.7320508075688767,standing,1
1.371299,-0.9999999999999987,-0.9999999999999996,-0.9999999999999991,-1.0,-0.9999999999999998,-0.9999999999999999,1.7320508075688759,1.732050807568877,standing,1
1.391299,-1.0,-1.0,-0.9999999999999999,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.7320508075688772,1.7320508075688767,standing,1
1.411299,-0.9999999999999983,-0.9999999999999996,-0.999999999999999,-1.0,-0.9999999999999996,-0.9999999999999999,1.7320508075688754,1.732050807568877,standing,1
1.431299,-0.9999999999999998,-1.0,-0.9999999999999999,-0.9999999999999993,-1.0,-0.9999999999999999,1.732050807568877,1.7320508075688767,standing,1
1.451299,-0.9999999999999989,-0.9999999999999996,-0.999999999999999,-0.9999999999999997,-0.9999999999999994,-0.9999999999999999,1.7320508075688759,1.7320508075688767,standing,1
1.471299,-0.9999999999999994,-1.0,-1.0,-0.9999999999999996,-1.0,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
1.491299,-0.9999999999999987,-0.9999999999999996,-0.999999999999999,-0.9999999999999993,-0.9999999999999997,-0.9999999999999999,1.7320508075688759,1.7320508075688767,standing,1
1.511299,-1.0,-1.0,-0.9999999999999999,-1.0,-0.9999999999999998,-0.9999999999999999,1.7320508075688772,1.732050807568877,standing,1
1.531299,-0.9999999999999983,-0.9999999999999996,-0.9999999999999991,-0.9999999999999991,-0.9999999999999999,-0.9999999999999999,1.7320508075688754,1.7320508075688767,standing,1
1.551299,-0.9999999999999998,-1.0,-0.9999999999999997,-1.0,-0.9999999999999996,-0.9999999999999999,1.732050807568877,1.732050807568877,standing,1
